university_id,latent_quality,dim_research,dim_teaching,dim_international,dim_reputation,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11
U0983,29.58,25.42,34.26,8.9,35.93,1345,994,1026,947,1193,1085,1082,1004,1147,1177,928,25.46,31.65,29.26,30.99,26.41,29.38,28.81,31.85,27.6,29.67,32.15
U0984,56.52,46.19,35.51,24.89,40.35,565,533,376,480,428,440,424,406,439,413,469,41.75,41.82,43.07,40.67,42.59,43.55,42.33,44.69,42.37,44.92,41.68
U0985,25.87,30.21,32.46,29.96,17.48,1309,1014,1097,1163,1129,1216,1194,1154,1180,1045,1196,26.17,31.23,27.92,26.83,27.46,27.15,27.2,29.14,26.99,32.09,27.31
U0986,45.14,42.32,51.83,18.51,57.8,641,279,258,417,237,620,312,311,389,328,401,40.16,48.57,47.08,42.27,48.67,39.0,45.39,48.0,43.45,47.37,43.68
U0987,18.81,18.28,33.39,33.41,29.69,1522,1597,1115,1016,1420,1524,830,1386,1449,1406,1589,21.87,19.86,27.42,29.66,22.2,20.61,33.77,24.69,21.83,24.97,19.53
U0988,47.25,39.57,35.89,37.96,40.97,759,590,607,598,778,676,376,551,621,434,497,37.64,40.24,36.97,37.92,34.65,37.96,43.55,40.74,37.86,44.37,41.27
U0989,25.92,24.09,17.49,10.09,22.23,1475,1734,1558,1590,1336,1651,1623,1583,1539,1147,1433,22.89,16.31,18.68,17.98,23.85,17.56,18.08,20.09,19.87,30.28,22.85
U0990,12.68,11.0,11.87,5.25,1.43,1812,1946,1955,1891,1936,1876,1946,1943,1966,1938,1801,13.54,7.48,5.11,9.15,6.41,10.7,7.35,7.98,4.9,8.91,13.59
U0991,24.03,26.22,12.57,28.05,0.0,1466,1729,1778,1759,1687,1457,1825,1593,1490,1668,1780,22.97,16.53,13.11,13.54,16.14,22.39,12.44,19.81,21.02,19.1,14.18
U0992,44.82,36.57,24.8,8.67,18.19,1112,1069,1132,1157,1007,1083,1302,1370,1010,1066,903,30.22,30.3,27.06,26.94,30.2,29.4,24.9,24.95,30.4,31.62,32.53
U0993,38.96,31.8,43.22,20.64,25.52,821,1126,779,932,878,1090,824,730,929,1032,614,36.33,29.28,33.59,31.28,32.84,29.26,33.92,37.09,31.79,32.37,38.62
U0994,13.8,21.87,15.22,11.29,3.46,1610,1860,1815,1701,1868,1713,1869,1916,1781,1786,1709,19.74,11.73,11.88,15.11,10.32,16.0,10.71,9.73,13.26,15.53,15.86
U0995,44.31,35.67,32.69,28.75,30.64,686,772,957,989,627,771,777,764,792,795,982,39.21,36.26,30.47,30.17,38.13,36.3,34.7,36.42,34.29,36.64,31.23
U0996,36.71,29.96,29.42,9.92,9.37,1116,1111,1440,908,1233,1227,1498,1360,1308,1287,1086,30.15,29.59,20.86,31.77,25.64,26.85,21.02,25.04,24.51,27.36,29.45
U0997,24.71,23.28,19.27,15.38,0.0,1646,1832,1637,1658,1535,1580,1745,1695,1858,1512,1516,18.94,12.73,16.79,16.29,19.39,19.16,14.85,17.39,10.6,23.0,21.13
U0998,29.25,14.65,13.75,48.21,13.92,1428,1607,1657,1575,1337,1553,1226,1706,1648,1394,1584,23.72,19.6,16.36,18.19,23.79,19.77,26.4,17.21,17.19,25.22,19.6
U0999,40.03,30.27,26.88,25.93,27.17,1098,955,825,833,1077,997,1026,1003,982,1169,968,30.46,32.56,32.82,33.15,28.73,31.32,29.86,31.86,30.81,29.79,31.53
U1000,36.05,34.26,30.13,75.69,22.75,757,1007,426,521,859,658,516,852,591,680,897,37.68,31.4,41.65,39.66,33.11,38.35,40.0,34.73,38.78,38.89,32.63
U1001,27.44,31.5,33.16,47.77,19.29,1052,1098,1165,917,1251,1031,1098,1256,1228,1108,1106,31.4,29.81,26.4,31.56,25.42,30.71,28.57,27.24,26.01,30.94,29.17
U1002,30.05,27.04,20.05,13.3,33.97,1296,1532,1520,1308,1277,1434,1363,1062,1128,1446,1049,26.42,21.29,19.52,23.92,24.94,22.66,23.72,30.75,28.15,24.15,30.17
U1003,21.93,0.0,0.0,2.15,23.58,1936,1896,1785,1945,1962,1915,1766,1915,1785,1749,1927,7.83,10.24,12.96,5.97,4.34,8.42,14.03,9.81,13.11,16.99,8.13
U1004,27.99,27.86,22.82,18.43,34.26,1225,1486,1247,1185,1387,1380,1121,1068,1204,1137,1297,27.75,22.36,25.0,26.3,22.81,23.69,28.25,30.6,26.56,30.44,25.11
U1005,15.17,0.0,0.0,7.71,0.0,1990,1985,1994,1913,1990,1932,1903,1901,1937,1792,1987,1.78,3.65,0.43,7.95,1.87,7.66,9.54,10.54,7.04,15.37,3.17
U1006,14.18,0.0,0.0,0.0,0.0,1989,1956,1995,1978,1935,1971,1950,1971,1965,1973,1981,2.01,6.67,0.17,3.14,6.5,4.83,6.93,5.57,4.92,5.75,3.7
U1007,25.21,13.1,21.18,15.56,21.07,1697,1493,1512,1487,1479,1331,1594,1457,1799,1384,1578,17.77,22.25,19.66,20.3,20.86,24.76,18.79,22.87,12.68,25.42,19.73
U1008,46.56,49.69,30.23,24.95,34.43,535,755,568,692,501,449,578,659,729,838,865,42.76,36.5,37.87,35.95,40.98,43.26,38.6,38.37,35.32,35.84,33.37
U1009,35.78,42.17,11.21,20.91,14.9,816,1306,1419,1562,1278,931,1340,1199,1497,1359,1511,36.42,25.72,21.49,18.51,24.94,33.0,24.25,28.3,20.73,25.92,21.18
U1010,46.18,40.57,13.43,13.81,5.23,875,1328,1308,1361,1190,1062,1231,1392,1186,963,1198,35.16,25.36,23.81,23.01,26.43,29.87,26.32,24.56,26.86,33.41,27.28
U1011,37.5,43.48,27.0,22.58,22.36,839,1146,1195,990,828,953,1185,1158,1110,1260,726,35.92,28.96,25.93,30.16,33.82,32.52,27.39,29.1,28.56,27.87,36.19
U1012,43.36,36.39,46.5,31.34,43.79,669,638,399,474,333,715,479,495,496,493,457,39.6,39.21,42.33,40.82,45.05,37.21,40.94,42.0,40.81,42.8,41.98
U1013,25.18,13.06,11.76,2.31,0.0,1851,1810,1761,1741,1811,1927,1926,1921,1942,1752,1677,12.22,13.62,13.44,14.1,12.03,8.06,8.38,9.4,6.83,16.89,16.92
U1014,24.58,18.87,22.35,0.0,0.0,1807,1815,1855,1501,1685,1589,1938,1705,1803,1904,1583,13.71,13.37,10.34,20.04,16.17,18.81,7.64,17.23,12.55,10.33,19.62
U1015,34.74,32.25,12.68,19.71,41.59,1367,1116,908,1417,1168,1139,1174,948,1241,1125,1396,25.05,29.47,31.58,21.71,26.75,28.44,27.53,32.9,25.81,30.6,23.61
U1016,45.66,37.51,23.76,24.69,31.68,1024,1063,883,800,1091,1079,822,746,665,689,627,32.0,30.45,31.98,33.62,28.28,29.55,33.95,36.7,36.94,38.58,38.3
U1017,22.73,20.5,26.98,21.54,7.76,1249,1730,1680,1515,1505,1444,1698,1536,1542,1696,1679,27.22,16.43,15.76,19.76,20.26,22.56,16.33,21.23,19.81,18.51,16.85
U1018,29.47,20.71,34.7,14.67,26.74,1159,1319,1301,1554,1318,1119,1366,1347,1250,1131,1174,29.05,25.55,23.94,18.66,24.13,28.78,23.68,25.25,25.63,30.48,27.78
U1019,27.4,22.71,29.84,35.29,26.9,1215,1127,833,1246,1122,1503,917,1342,1025,1212,1268,27.99,29.26,32.76,25.1,27.52,21.39,31.9,25.4,30.23,28.95,25.55
U1020,74.53,58.66,57.3,40.86,67.31,40,37,41,56,28,22,11,24,59,22,24,62.44,61.9,60.15,58.21,62.44,64.37,65.25,64.99,58.76,64.92,62.38
U1021,39.96,44.0,39.99,14.92,33.46,738,660,636,653,560,447,884,715,647,523,515,38.13,38.6,36.29,36.79,39.57,43.3,32.52,37.37,37.47,42.0,40.88
U1022,38.17,28.71,21.93,24.41,16.76,1264,1349,1156,1164,1325,1428,1431,1280,1372,1316,1065,27.03,25.12,26.57,26.83,24.01,22.79,22.49,26.6,23.26,26.88,29.88
U1023,27.32,27.82,7.36,10.73,6.8,1553,1793,1838,1794,1775,1659,1569,1582,1678,1877,1752,21.12,14.12,11.1,12.29,13.42,17.36,19.28,20.1,16.39,11.53,14.88
U1024,3.2,11.46,9.05,0.0,2.86,1855,1977,1965,1965,1939,1961,1995,1898,1919,1923,1942,12.14,4.54,4.51,4.17,6.18,5.73,1.89,10.64,8.07,9.5,7.35
U1025,52.42,48.91,51.88,48.68,37.78,264,248,343,259,229,243,245,338,350,186,165,50.74,49.51,43.95,47.26,48.96,49.68,47.65,47.24,44.9,53.05,52.14
U1026,17.59,19.63,16.24,11.2,23.08,1473,1457,1797,1333,1724,1693,1613,1665,1717,1665,1764,22.93,22.98,12.56,23.46,15.07,16.53,18.25,18.23,15.28,19.35,14.49
U1027,31.13,23.77,23.79,11.49,28.02,1054,1231,1171,1576,1140,1466,1248,1174,1403,1170,1266,31.36,27.1,26.22,18.19,27.3,22.25,26.03,28.8,22.75,29.78,25.58
U1028,17.13,19.7,23.09,0.0,31.3,1594,1586,1460,1489,1572,1424,1484,1682,1506,1554,1562,20.12,19.97,20.56,20.28,18.61,22.95,21.28,17.68,20.61,22.14,20.09
U1029,54.19,47.63,42.39,37.4,35.56,213,288,400,493,467,259,453,400,299,401,444,52.39,48.27,42.3,40.32,41.6,49.11,41.82,44.8,46.6,45.31,42.21
U1030,48.44,44.3,42.02,29.95,31.85,749,470,672,566,679,556,285,615,488,685,576,37.8,43.12,35.54,38.53,37.2,40.84,46.32,39.3,41.03,38.7,39.45
U1031,13.85,21.97,17.88,0.0,0.0,1880,1904,1954,1728,1640,1785,1896,1847,1766,1829,1850,11.19,9.94,5.15,14.45,16.98,13.5,9.84,12.56,13.67,13.79,11.66
U1032,22.14,3.3,11.24,13.98,9.03,1911,1926,1875,1817,1857,1914,1815,1827,1857,1833,1876,9.47,8.69,9.46,11.55,10.59,8.42,12.65,13.23,10.61,13.48,10.8
U1033,37.02,37.89,36.77,3.63,13.09,893,1252,1294,986,1059,993,1322,1305,981,1057,1084,34.8,26.67,24.07,30.19,29.15,31.43,24.57,26.14,30.84,31.87,29.6
U1034,5.82,5.84,8.04,21.37,0.0,1969,1914,1964,1963,1889,1956,1904,1923,1910,1975,1961,4.84,9.4,4.54,4.44,9.52,6.05,9.37,9.19,8.33,5.06,6.17
U1035,7.52,0.0,0.0,21.54,0.0,1997,1978,1928,1973,1986,1978,1994,1996,1992,1992,1985,-0.12,4.41,7.19,3.76,2.1,3.68,1.98,1.46,1.94,3.04,3.28
U1036,28.07,10.78,18.04,29.18,14.94,1459,1811,1623,1291,1672,1664,1369,1545,1557,1537,1494,23.15,13.58,17.23,24.31,16.39,17.2,23.68,21.05,19.51,22.54,21.6
U1037,51.71,38.18,42.81,25.79,30.18,588,434,653,469,646,867,612,769,431,728,720,41.15,44.05,36.05,40.92,37.74,34.07,37.9,36.36,42.62,37.77,36.34
U1038,26.38,17.52,24.3,22.03,21.96,1660,1332,1410,1535,1306,1656,1280,1321,1493,1561,1220,18.75,25.31,21.68,19.15,24.24,17.42,25.39,25.68,20.89,21.97,26.66
U1039,52.99,51.56,53.23,23.68,38.78,229,215,482,266,179,349,429,306,295,211,227,51.99,50.76,40.14,47.12,50.76,45.77,42.23,48.08,46.7,51.65,49.35
U1040,38.76,27.61,28.09,35.28,22.32,929,924,811,848,1015,992,1193,1098,1124,1082,993,33.87,33.14,33.05,32.83,30.09,31.44,27.21,30.12,28.2,31.49,31.07
U1041,29.21,15.12,36.18,26.76,41.34,1275,1015,703,827,1167,1581,1307,891,1042,1086,1060,26.79,31.23,34.88,33.29,26.8,19.04,24.8,34.0,29.95,31.33,29.99
U1042,50.6,61.65,43.46,57.99,43.84,123,178,247,121,194,152,183,193,239,154,278,56.3,52.09,47.64,53.35,50.18,53.2,50.83,51.85,48.52,54.02,47.67
U1043,21.68,25.29,20.89,0.0,11.58,1718,1665,1856,1638,1558,1569,1775,1570,1464,1535,1515,17.18,18.24,10.29,16.82,18.88,19.37,13.72,20.49,21.57,22.59,21.13
U1044,46.58,42.89,46.88,34.07,48.94,450,432,446,292,620,474,181,404,355,167,389,44.92,44.11,41.15,45.9,38.32,42.66,50.92,44.72,44.72,53.61,44.09
U1045,57.73,56.08,52.1,34.43,62.32,176,91,118,68,111,84,150,91,108,69,158,53.94,57.13,53.51,56.41,54.15,56.64,52.36,57.39,55.08,59.57,52.52
U1046,27.73,29.66,32.46,31.63,14.77,1255,1339,1380,1144,1128,1025,1182,1487,1172,1339,1091,27.14,25.22,22.35,27.08,27.47,30.84,27.4,22.3,27.12,26.42,29.41
U1047,11.51,20.55,33.9,0.0,18.01,1623,1527,1775,1512,1289,1456,1579,1504,1664,1703,1483,19.49,21.43,13.16,19.81,24.72,22.39,19.13,21.83,16.76,18.34,21.8
U1048,4.77,0.0,1.34,0.0,0.0,1977,1982,1979,1997,1965,1997,2000,1998,1999,1987,1993,4.03,3.85,2.65,-0.41,3.84,-0.43,-1.54,1.12,0.48,3.67,1.92
U1049,25.9,13.86,20.03,32.88,0.18,1724,1637,1650,1773,1444,1736,1699,1657,1747,1709,1675,16.96,18.9,16.5,13.12,21.55,15.39,16.21,18.48,14.39,18.18,17.0
U1050,28.88,20.8,21.93,24.8,10.45,1239,1434,1648,1286,1305,1446,1477,1502,1288,1489,1338,27.44,23.47,16.61,24.45,24.29,22.54,21.43,21.87,24.9,23.45,24.49
U1051,34.18,31.63,29.47,18.88,15.05,1298,1113,1135,1148,985,942,1062,1324,1405,1060,1238,26.37,29.55,27.0,27.07,30.7,32.77,29.23,25.65,22.7,31.78,26.23
U1052,39.0,33.04,31.31,19.58,23.56,954,1009,1167,1060,991,1073,775,952,1482,1046,1142,33.39,31.33,26.36,28.69,30.56,29.6,34.72,32.8,21.18,32.07,28.41
U1053,33.27,26.65,37.47,43.97,26.55,1057,803,1035,884,978,855,1067,690,796,832,671,31.3,35.63,29.09,32.2,30.89,34.41,29.15,37.91,34.2,35.94,37.26
U1054,23.17,23.61,8.26,25.1,20.23,1636,1692,1585,1742,1754,1544,1564,1674,1779,1677,1643,19.12,17.77,18.2,14.09,14.02,20.16,19.46,17.91,13.33,18.92,18.06
U1055,19.07,23.71,15.13,25.28,9.01,1515,1563,1753,1624,1557,1691,1721,1789,1713,1573,1670,21.98,20.59,13.73,17.2,18.92,16.55,15.66,14.73,15.39,21.6,17.14
U1056,15.42,6.83,10.95,5.49,14.34,1849,1871,1611,1957,1798,1792,1898,1861,1926,1964,1751,12.27,11.2,17.55,4.91,12.48,13.32,9.7,12.1,7.75,7.41,14.89
U1057,40.72,33.87,32.64,2.87,21.86,978,1274,1271,970,1038,1144,863,1255,1220,942,1233,32.9,26.27,24.6,30.48,29.59,28.36,33.07,27.26,26.16,33.8,26.35
U1058,49.61,33.61,30.48,30.39,32.95,784,633,835,732,963,730,807,500,730,787,846,37.23,39.28,32.75,35.05,31.12,37.01,34.19,41.89,35.28,36.75,33.81
U1059,19.26,28.72,24.39,17.59,18.9,1385,1209,1640,1394,1207,1390,1689,1180,1387,1478,1531,24.76,27.42,16.71,21.98,26.1,23.47,16.55,28.69,22.98,23.57,20.87
U1060,46.78,43.78,33.17,35.47,25.3,548,776,865,741,639,722,699,916,500,764,520,42.29,36.19,32.29,34.76,37.87,37.14,36.05,33.39,40.73,37.21,40.79
U1061,28.61,33.86,32.29,1.81,36.06,1055,1172,1154,1270,854,1187,1183,910,1093,1021,1121,31.33,28.24,26.64,24.62,33.19,27.66,27.4,33.59,28.84,32.53,28.81
U1062,42.02,31.36,36.35,20.45,29.5,1079,888,1036,961,720,985,1013,868,950,989,933,30.88,33.91,29.08,30.63,35.84,31.63,30.08,34.5,31.4,32.95,32.06
U1063,55.56,53.5,42.42,24.6,38.15,294,449,466,225,255,263,492,417,381,441,394,49.68,43.62,40.58,48.47,48.1,49.01,40.54,44.47,43.69,44.13,43.89
U1064,35.59,23.77,25.01,18.23,28.94,1179,1048,860,1235,1180,1104,1014,1172,1081,1298,1187,28.56,30.78,32.41,25.4,26.6,28.97,30.06,28.8,28.98,27.24,27.51
U1065,17.56,4.91,4.14,0.0,0.07,1847,1861,1910,1949,1959,1963,1988,1950,1985,1913,1922,12.28,11.7,8.0,5.69,4.75,5.33,2.87,7.51,3.02,10.03,8.31
U1066,15.48,10.47,13.06,35.63,38.31,1771,1458,1104,1737,1691,1465,1338,1235,1494,1779,1459,15.41,22.97,27.79,14.17,16.07,22.25,24.32,27.75,20.89,15.93,22.24
U1067,35.84,16.73,24.79,14.53,32.71,1537,1446,1067,1275,1351,1379,1294,1275,1291,1174,1135,21.41,23.23,28.49,24.55,23.57,23.72,25.06,26.76,24.8,29.72,28.53
U1068,21.27,21.2,26.59,6.05,0.0,1373,1561,1810,1651,1779,1585,1556,1647,1823,1773,1437,24.91,20.63,11.96,16.45,13.22,18.91,19.57,18.68,11.85,16.27,22.83
U1069,53.34,45.43,26.62,9.24,32.29,507,521,618,834,579,453,798,743,568,593,561,43.51,42.07,36.56,33.14,39.17,43.11,34.3,36.84,39.28,40.59,39.78
U1070,26.57,24.17,34.19,11.5,11.73,1614,1472,1583,1360,1392,1572,1602,1511,1395,1499,1479,19.67,22.72,18.25,23.01,22.76,19.34,18.58,21.75,22.89,23.23,21.87
U1071,38.11,30.83,24.75,7.62,27.11,1211,860,1112,820,1114,1098,1214,1033,1386,1048,1296,28.06,34.49,27.61,33.38,27.73,29.1,26.67,31.24,23.0,32.05,25.12
U1072,40.51,26.0,13.71,0.0,26.48,1427,1416,1350,1225,1546,1345,1658,1267,1248,1343,1283,23.74,23.75,22.88,25.54,19.19,24.53,17.35,27.01,25.65,26.32,25.31
U1073,65.19,48.98,42.21,20.02,40.24,239,330,335,264,288,367,394,508,288,354,443,51.63,46.8,44.13,47.17,46.8,45.29,43.13,41.61,46.96,46.76,42.21
U1074,25.37,31.72,19.87,18.64,32.13,1495,1537,1256,1389,1196,1082,1357,1514,1341,1333,1189,22.35,21.16,24.88,22.16,26.36,29.43,23.86,21.71,23.83,26.49,27.45
U1075,37.62,30.53,27.15,30.33,21.72,1175,947,1131,1371,835,901,1018,1099,941,943,1111,28.67,32.73,27.06,22.73,33.69,33.38,30.03,30.1,31.56,33.8,29.03
U1076,41.4,35.79,22.9,27.16,27.17,766,890,952,1190,1057,689,987,973,933,1038,1001,37.5,33.87,30.57,26.17,29.17,37.7,30.6,32.51,31.7,32.26,30.99
U1077,31.06,25.51,13.79,0.0,21.45,1783,1606,1338,1330,1371,1392,1461,1727,1523,1691,1512,14.81,19.61,23.21,23.49,23.08,23.47,21.83,16.54,20.25,18.65,21.17
U1078,27.57,20.92,14.39,25.43,35.4,1434,1321,951,1556,1182,1218,1261,1242,1098,1604,1613,23.65,25.52,30.58,18.62,26.55,27.05,25.79,27.64,28.72,20.79,18.95
U1079,19.92,17.66,13.84,14.59,20.24,1581,1699,1554,1710,1643,1643,1764,1269,1551,1634,1382,20.34,17.51,18.72,14.9,16.94,17.72,14.23,26.95,19.62,20.03,23.87
U1080,46.7,45.98,44.4,27.86,32.97,541,444,662,460,389,665,836,682,459,484,616,42.47,43.75,35.75,41.11,43.61,38.22,33.67,38.02,41.78,43.1,38.54
U1081,48.15,32.7,32.14,47.53,37.05,841,531,357,954,555,546,623,468,545,616,452,35.9,41.9,43.58,30.81,39.69,41.08,37.61,42.55,39.74,40.06,42.03
U1082,44.11,44.8,55.65,47.09,35.7,480,461,404,348,303,448,433,510,494,390,451,44.21,43.23,42.21,44.37,46.22,43.28,42.14,41.59,40.95,45.71,42.07
U1083,62.24,49.03,46.13,22.07,53.05,445,219,241,335,299,163,334,259,234,262,284,44.97,50.58,48.1,44.78,46.35,52.92,44.76,49.54,48.73,49.69,47.39
U1084,41.08,31.42,35.67,41.45,21.69,956,904,922,924,765,914,860,1008,829,756,712,33.37,33.64,31.26,31.45,34.84,33.15,33.18,31.75,33.66,37.38,36.48
U1085,20.29,15.68,10.06,7.71,9.83,1774,1697,1892,1765,1797,1763,1646,1920,1817,1723,1789,15.16,17.62,8.85,13.26,12.61,14.7,17.57,9.42,11.99,17.68,13.96
U1086,32.81,30.92,28.37,17.95,25.57,1258,1147,1222,1026,1100,1084,1079,1225,1463,1221,949,27.06,28.9,25.35,29.45,28.04,29.4,28.93,27.89,21.58,28.74,31.79
U1087,16.34,4.38,0.0,35.41,0.0,1894,1974,1921,1931,1922,1783,1863,1960,1891,1970,1889,10.49,5.39,7.62,7.06,7.13,13.58,10.83,7.06,9.64,6.8,10.02
U1088,26.95,12.16,17.23,10.34,3.28,1773,1660,1843,1726,1674,1571,1750,1889,1794,1760,1843,15.24,18.33,10.83,14.46,16.37,19.36,14.65,10.98,12.82,16.68,11.83
U1089,57.31,49.7,39.26,24.54,31.79,363,418,665,488,539,375,462,443,619,641,378,47.16,44.61,35.69,40.49,40.28,45.08,41.58,43.43,37.89,39.45,44.61
U1090,45.11,39.55,25.09,33.81,30.41,913,933,905,1025,939,684,764,742,839,876,672,34.46,33.0,31.63,29.48,31.56,37.76,34.83,36.86,33.41,34.98,37.25
U1091,20.41,18.12,20.7,4.74,19.86,1528,1689,1506,1603,1806,1635,1490,1649,1759,1513,1744,21.71,17.81,19.76,17.72,12.12,17.97,21.22,18.63,13.84,22.94,15.05
U1092,67.65,64.3,57.93,38.98,55.77,24,71,48,23,49,24,112,49,63,65,67,64.9,58.88,59.25,61.12,59.76,63.78,54.89,61.27,58.39,59.82,57.94
U1093,17.66,28.86,9.5,0.0,25.82,1719,1564,1632,1834,1721,1688,1731,1606,1247,1469,1707,17.18,20.57,16.93,10.99,15.11,16.6,15.41,19.45,25.67,23.73,15.9
U1094,37.35,21.11,20.28,34.82,15.53,1217,1206,1215,1166,1197,1302,1375,1223,1454,1433,1329,27.92,27.47,25.53,26.79,26.35,25.41,23.58,27.93,21.75,24.36,24.64
U1095,50.67,33.97,40.52,33.3,19.6,682,613,781,685,667,798,660,1088,643,910,551,39.3,39.64,33.57,36.03,37.38,35.68,36.86,30.22,37.51,34.35,40.07
U1096,51.62,49.68,35.72,31.98,35.77,413,511,548,526,481,477,753,471,495,502,413,45.66,42.24,38.37,39.57,41.35,42.63,34.95,42.48,40.82,42.56,43.27
U1097,18.6,8.08,0.0,6.59,0.0,1865,1953,2000,1906,1846,1983,1939,1870,1949,1983,1994,11.67,6.94,-1.02,8.31,10.92,3.12,7.63,11.7,6.36,4.55,1.81
U1098,21.41,12.83,18.27,23.2,16.37,1801,1717,1432,1688,1727,1818,1738,1510,1639,1118,1662,13.83,17.06,21.15,15.39,14.99,12.49,15.2,21.75,17.51,30.72,17.39
U1099,26.64,22.08,36.28,10.49,27.63,1460,1385,1053,1407,1120,1530,1266,1268,1104,1356,1413,23.11,24.4,28.88,21.83,27.55,20.48,25.65,26.97,28.66,26.02,23.29
U1100,28.81,24.95,27.33,30.92,1.67,1543,1506,1574,1405,1562,1453,1159,1598,1692,1658,1279,21.29,21.97,18.51,21.85,18.83,22.44,27.73,19.61,15.9,19.46,25.39
U1101,50.08,28.91,40.06,8.88,32.47,712,811,723,929,1047,779,650,593,698,870,739,38.75,35.44,34.59,31.33,29.48,36.14,37.09,39.84,36.06,35.08,35.93
U1102,24.89,24.21,21.71,5.27,14.21,1520,1643,1704,1477,1463,1624,1724,1602,1445,1635,1322,21.89,18.81,15.09,20.5,21.23,18.18,15.56,19.53,21.87,20.02,24.72
U1103,32.41,30.71,12.8,18.3,14.8,1261,1336,1394,1373,1255,1447,1501,1521,1270,1560,1572,27.05,25.26,22.07,22.68,25.36,22.49,20.98,21.59,25.23,22.04,19.83
U1104,21.71,22.68,10.32,17.72,6.81,1447,1798,1762,1668,1548,1574,1788,1805,1646,1666,1819,23.43,13.99,13.44,16.01,19.12,19.27,13.4,14.03,17.2,19.34,12.7
U1105,41.3,47.68,41.75,33.23,35.13,331,688,864,561,490,495,349,362,593,476,445,48.2,37.99,32.3,38.63,41.21,42.19,44.33,46.22,38.71,43.36,42.2
U1106,31.36,12.08,19.45,26.57,25.77,1683,1460,1323,1523,1551,1324,1597,1375,1430,1455,1318,18.12,22.87,23.55,19.57,19.04,24.84,18.74,24.86,22.31,24.06,24.8
U1107,32.2,20.86,33.91,3.46,40.8,1456,1393,1008,1211,1116,1051,1140,931,1130,1153,1140,23.21,24.25,29.53,25.84,27.69,30.01,28.02,33.1,28.11,30.05,28.44
U1108,60.07,51.69,45.71,45.12,45.84,134,213,155,269,227,260,234,220,316,210,234,55.72,50.81,51.53,47.03,49.14,49.08,47.9,50.72,46.07,51.71,49.12
U1109,10.46,10.23,13.65,42.87,0.0,1810,1777,1879,1772,1820,1869,1796,1843,1757,1914,1853,13.63,14.64,9.28,13.12,11.8,10.91,13.3,12.79,13.96,9.99,11.56
U1110,20.06,6.36,12.76,0.0,0.0,1888,1919,1900,1971,1930,1832,1789,1926,1807,1959,1874,10.86,9.0,8.39,3.86,6.71,12.02,13.39,9.07,12.38,7.64,10.82
U1111,39.26,32.94,34.26,11.12,22.15,966,891,1327,784,1372,1107,1349,920,1062,815,1097,33.26,33.86,23.47,33.93,23.03,28.92,24.03,33.34,29.51,36.25,29.32
U1112,24.66,17.46,5.76,24.75,36.74,1685,1670,1023,1705,1621,1599,1540,1372,1408,1192,1373,18.06,18.11,29.29,15.05,17.33,18.66,20.07,24.93,22.68,29.32,24.04
U1113,30.72,33.49,25.59,18.17,9.92,1256,1219,1352,1276,1176,1508,1221,1587,1452,1506,1285,27.12,27.25,22.88,24.55,26.62,21.26,26.51,20.02,21.78,23.13,25.29
U1114,42.17,30.18,22.15,34.55,29.76,968,1087,786,957,1119,1136,905,965,1256,1109,1025,33.19,29.98,33.5,30.76,27.6,28.5,32.15,32.66,25.52,30.91,30.5
U1115,48.4,36.2,40.57,14.2,34.36,797,681,851,811,511,555,719,713,638,781,752,36.88,38.17,32.52,33.46,40.82,40.86,35.68,37.46,37.57,36.93,35.66
U1116,30.18,32.77,30.22,24.09,27.85,962,1195,1378,804,1222,1019,1199,982,1008,854,1416,33.31,27.67,22.41,33.59,25.81,30.89,27.02,32.32,30.42,35.39,23.18
U1117,45.05,34.2,44.36,50.77,42.72,661,463,300,299,649,602,448,422,520,464,375,39.8,43.19,45.62,45.8,37.66,39.66,41.9,44.24,40.25,43.68,44.68
U1118,25.68,22.25,37.76,11.13,21.88,1486,1078,1335,1456,1189,1389,1291,1390,1332,1250,1422,22.64,30.11,23.33,20.92,26.45,23.48,25.08,24.65,23.96,28.09,23.09
U1119,34.02,40.08,40.59,9.47,41.29,595,884,861,688,813,648,899,689,1083,727,782,41.09,33.99,32.38,35.98,34.07,38.47,32.2,37.94,28.96,37.79,35.14
U1120,36.49,25.85,25.04,17.14,20.88,1114,1361,1184,1269,1308,1353,1436,954,1184,1200,913,30.19,24.93,26.03,24.62,24.19,24.33,22.47,32.78,26.92,29.16,32.38
U1121,40.73,36.13,21.56,50.01,16.08,1010,1020,1161,1203,1160,824,918,1164,1036,800,1353,32.14,31.13,26.43,25.95,26.9,35.03,31.89,28.97,30.08,36.56,24.3
U1122,33.76,29.36,29.17,12.48,36.83,1016,833,855,1318,961,1033,1071,940,1095,1075,1120,32.09,34.89,32.49,23.71,31.15,30.59,29.09,33.0,28.8,31.57,28.83
U1123,8.66,10.75,17.15,15.34,0.0,1950,1925,1974,1933,1854,1768,1933,1940,1903,1941,1886,6.46,8.71,3.41,6.99,10.74,14.43,8.06,8.08,8.76,8.84,10.27
U1124,45.12,36.07,43.27,15.39,48.25,698,529,502,738,673,737,497,621,444,609,610,38.95,41.92,39.46,34.87,37.3,36.88,40.45,39.13,42.19,40.16,38.72
